"Time","mean"
2022-08-01 00:00:00,0
2022-08-01 00:20:00,0
2022-08-01 00:40:00,0
2022-08-01 01:00:00,0
2022-08-01 01:20:00,0
2022-08-01 01:40:00,0
2022-08-01 02:00:00,0
2022-08-01 02:20:00,0
2022-08-01 02:40:00,0
2022-08-01 03:00:00,0
2022-08-01 03:20:00,0
2022-08-01 03:40:00,0
2022-08-01 04:00:00,0
2022-08-01 04:20:00,0
2022-08-01 04:40:00,0
2022-08-01 05:00:00,0
2022-08-01 05:20:00,0
2022-08-01 05:40:00,0
2022-08-01 06:00:00,20.9
2022-08-01 06:20:00,530
2022-08-01 06:40:00,2142
2022-08-01 07:00:00,3601
2022-08-01 07:20:00,5158
2022-08-01 07:40:00,7477
2022-08-01 08:00:00,9984
2022-08-01 08:20:00,13143
2022-08-01 08:40:00,17949
2022-08-01 09:00:00,20191
2022-08-01 09:20:00,20473
2022-08-01 09:40:00,22638
2022-08-01 10:00:00,25172
2022-08-01 10:20:00,17783
2022-08-01 10:40:00,17327
2022-08-01 11:00:00,18437
2022-08-01 11:20:00,48455
2022-08-01 11:40:00,35903
2022-08-01 12:00:00,37219
2022-08-01 12:20:00,21248
2022-08-01 12:40:00,24996
2022-08-01 13:00:00,21859
2022-08-01 13:20:00,17486
2022-08-01 13:40:00,18101
2022-08-01 14:00:00,37283
2022-08-01 14:20:00,39276
2022-08-01 14:40:00,25248
2022-08-01 15:00:00,36874
2022-08-01 15:20:00,32268
2022-08-01 15:40:00,26894
2022-08-01 16:00:00,22209
2022-08-01 16:20:00,29871
2022-08-01 16:40:00,18283
2022-08-01 17:00:00,11617
2022-08-01 17:20:00,12255
2022-08-01 17:40:00,11079
2022-08-01 18:00:00,7862
2022-08-01 18:20:00,13309
2022-08-01 18:40:00,8623
2022-08-01 19:00:00,4751
2022-08-01 19:20:00,3234
2022-08-01 19:40:00,2764
2022-08-01 20:00:00,1768
2022-08-01 20:20:00,1679
2022-08-01 20:40:00,1434
2022-08-01 21:00:00,147
2022-08-01 21:20:00,0
2022-08-01 21:40:00,0
2022-08-01 22:00:00,0
2022-08-01 22:20:00,0
2022-08-01 22:40:00,0
2022-08-01 23:00:00,0
2022-08-01 23:20:00,0
2022-08-01 23:40:00,0
2022-08-02 00:00:00,0
2022-08-02 00:20:00,0
2022-08-02 00:40:00,0
2022-08-02 01:00:00,0
2022-08-02 01:20:00,0
2022-08-02 01:40:00,0
2022-08-02 02:00:00,0
2022-08-02 02:20:00,0
2022-08-02 02:40:00,0
2022-08-02 03:00:00,0
2022-08-02 03:20:00,0
2022-08-02 03:40:00,0
2022-08-02 04:00:00,0
2022-08-02 04:20:00,0
2022-08-02 04:40:00,0
2022-08-02 05:00:00,0
2022-08-02 05:20:00,0
2022-08-02 05:40:00,0
2022-08-02 06:00:00,240
2022-08-02 06:20:00,1738
2022-08-02 06:40:00,3252
2022-08-02 07:00:00,3946
2022-08-02 07:20:00,6335
2022-08-02 07:40:00,6636
2022-08-02 08:00:00,9230
2022-08-02 08:20:00,12328
2022-08-02 08:40:00,17525
2022-08-02 09:00:00,19019
2022-08-02 09:20:00,25490
2022-08-02 09:40:00,25572
2022-08-02 10:00:00,30726
2022-08-02 10:20:00,33348
2022-08-02 10:40:00,35119
2022-08-02 11:00:00,37331
2022-08-02 11:20:00,39079
2022-08-02 11:40:00,39258
2022-08-02 12:00:00,35295
2022-08-02 12:20:00,37288
2022-08-02 12:40:00,38460
2022-08-02 13:00:00,37164
2022-08-02 13:20:00,36414
2022-08-02 13:40:00,41344
2022-08-02 14:00:00,43994
2022-08-02 14:20:00,42154
2022-08-02 14:40:00,42958
2022-08-02 15:00:00,35434
2022-08-02 15:20:00,37893
2022-08-02 15:40:00,36654
2022-08-02 16:00:00,35195
2022-08-02 16:20:00,33323
2022-08-02 16:40:00,28868
2022-08-02 17:00:00,28203
2022-08-02 17:20:00,24492
2022-08-02 17:40:00,20056
2022-08-02 18:00:00,16886
2022-08-02 18:20:00,14324
2022-08-02 18:40:00,9232
2022-08-02 19:00:00,8379
2022-08-02 19:20:00,7072
2022-08-02 19:40:00,4485
2022-08-02 20:00:00,2679
2022-08-02 20:20:00,1804
2022-08-02 20:40:00,569
2022-08-02 21:00:00,11.1
2022-08-02 21:20:00,0
2022-08-02 21:40:00,0
2022-08-02 22:00:00,0
2022-08-02 22:20:00,0
2022-08-02 22:40:00,0
2022-08-02 23:00:00,0
2022-08-02 23:20:00,0
2022-08-02 23:40:00,0
2022-08-03 00:00:00,0
2022-08-03 00:20:00,0
2022-08-03 00:40:00,0
2022-08-03 01:00:00,0
2022-08-03 01:20:00,0
2022-08-03 01:40:00,0
2022-08-03 02:00:00,0
2022-08-03 02:20:00,0
2022-08-03 02:40:00,0
2022-08-03 03:00:00,0
2022-08-03 03:20:00,0
2022-08-03 03:40:00,0
2022-08-03 04:00:00,0
2022-08-03 04:20:00,0
2022-08-03 04:40:00,0
2022-08-03 05:00:00,0
2022-08-03 05:20:00,0
2022-08-03 05:40:00,0
2022-08-03 06:00:00,2.68
2022-08-03 06:20:00,743
2022-08-03 06:40:00,1805
2022-08-03 07:00:00,3358
2022-08-03 07:20:00,4940
2022-08-03 07:40:00,7091
2022-08-03 08:00:00,9396
2022-08-03 08:20:00,12615
2022-08-03 08:40:00,16475
2022-08-03 09:00:00,20254
2022-08-03 09:20:00,24031
2022-08-03 09:40:00,26201
2022-08-03 10:00:00,30514
2022-08-03 10:20:00,32660
2022-08-03 10:40:00,34590
2022-08-03 11:00:00,36360
2022-08-03 11:20:00,37736
2022-08-03 11:40:00,38940
2022-08-03 12:00:00,40207
2022-08-03 12:20:00,41033
2022-08-03 12:40:00,41780
2022-08-03 13:00:00,41910
2022-08-03 13:20:00,41967
2022-08-03 13:40:00,41744
2022-08-03 14:00:00,41299
2022-08-03 14:20:00,40467
2022-08-03 14:40:00,39297
2022-08-03 15:00:00,38250
2022-08-03 15:20:00,37058
2022-08-03 15:40:00,35121
2022-08-03 16:00:00,33355
2022-08-03 16:20:00,31302
2022-08-03 16:40:00,28797
2022-08-03 17:00:00,26554
2022-08-03 17:20:00,22891
2022-08-03 17:40:00,20135
2022-08-03 18:00:00,17415
2022-08-03 18:20:00,14833
2022-08-03 18:40:00,12226
