"Time","mean"
2022-06-01 00:00:00,0
2022-06-01 00:20:00,0
2022-06-01 00:40:00,0
2022-06-01 01:00:00,0
2022-06-01 01:20:00,0
2022-06-01 01:40:00,0
2022-06-01 02:00:00,0
2022-06-01 02:20:00,0
2022-06-01 02:40:00,0
2022-06-01 03:00:00,0
2022-06-01 03:20:00,0
2022-06-01 03:40:00,0
2022-06-01 04:00:00,0
2022-06-01 04:20:00,0
2022-06-01 04:40:00,0
2022-06-01 05:00:00,0
2022-06-01 05:20:00,0
2022-06-01 05:40:00,237
2022-06-01 06:00:00,1174
2022-06-01 06:20:00,2785
2022-06-01 06:40:00,4710
2022-06-01 07:00:00,6925
2022-06-01 07:20:00,8308
2022-06-01 07:40:00,12435
2022-06-01 08:00:00,15405
2022-06-01 08:20:00,19731
2022-06-01 08:40:00,23860
2022-06-01 09:00:00,26802
2022-06-01 09:20:00,31051
2022-06-01 09:40:00,34200
2022-06-01 10:00:00,36581
2022-06-01 10:20:00,38827
2022-06-01 10:40:00,40878
2022-06-01 11:00:00,42749
2022-06-01 11:20:00,43774
2022-06-01 11:40:00,44200
2022-06-01 12:00:00,47059
2022-06-01 12:20:00,42582
2022-06-01 12:40:00,40566
2022-06-01 13:00:00,40353
2022-06-01 13:20:00,36831
2022-06-01 13:40:00,50304
2022-06-01 14:00:00,47008
2022-06-01 14:20:00,44552
2022-06-01 14:40:00,40558
2022-06-01 15:00:00,41136
2022-06-01 15:20:00,39278
2022-06-01 15:40:00,37357
2022-06-01 16:00:00,27917
2022-06-01 16:20:00,37844
2022-06-01 16:40:00,33316
2022-06-01 17:00:00,33149
2022-06-01 17:20:00,28697
2022-06-01 17:40:00,18732
2022-06-01 18:00:00,17386
2022-06-01 18:20:00,24614
2022-06-01 18:40:00,12370
2022-06-01 19:00:00,11504
2022-06-01 19:20:00,9334
2022-06-01 19:40:00,7324
2022-06-01 20:00:00,8242
2022-06-01 20:20:00,4177
2022-06-01 20:40:00,2594
2022-06-01 21:00:00,799
2022-06-01 21:20:00,0.263
2022-06-01 21:40:00,0
2022-06-01 22:00:00,0
2022-06-01 22:20:00,0
2022-06-01 22:40:00,0
2022-06-01 23:00:00,0
2022-06-01 23:20:00,0
2022-06-01 23:40:00,0
2022-06-02 00:00:00,0
2022-06-02 00:20:00,0
2022-06-02 00:40:00,0
2022-06-02 01:00:00,0
2022-06-02 01:20:00,0
2022-06-02 01:40:00,0
2022-06-02 02:00:00,0
2022-06-02 02:20:00,0
2022-06-02 02:40:00,0
2022-06-02 03:00:00,0
2022-06-02 03:20:00,0
2022-06-02 03:40:00,0
2022-06-02 04:00:00,0
2022-06-02 04:20:00,0
2022-06-02 04:40:00,0
2022-06-02 05:00:00,0
2022-06-02 05:20:00,0
2022-06-02 05:40:00,846
2022-06-02 06:00:00,1764
2022-06-02 06:20:00,3862
2022-06-02 06:40:00,4244
2022-06-02 07:00:00,6106
2022-06-02 07:20:00,8944
2022-06-02 07:40:00,12551
2022-06-02 08:00:00,16145
2022-06-02 08:20:00,22007
2022-06-02 08:40:00,24031
2022-06-02 09:00:00,26628
2022-06-02 09:20:00,31083
2022-06-02 09:40:00,34047
2022-06-02 10:00:00,36486
2022-06-02 10:20:00,38961
2022-06-02 10:40:00,41801
2022-06-02 11:00:00,41177
2022-06-02 11:20:00,42557
2022-06-02 11:40:00,43699
2022-06-02 12:00:00,43224
2022-06-02 12:20:00,44184
